File,Mg_flag,Al_flag,Si_flag,P_flag,S_flag,K_flag,Ca_flag,Ti_flag,V_flag,Cr_flag,Mn_flag,Fe_flag,Co_flag,Ni_flag,Cu_flag,Zn_flag,As_flag,Rb_flag,Sr_flag,Y_flag,Zr_flag,Nb_flag,Mo_flag,Ba_flag,Pb_flag,Th_flag,U_flag
TOTAL_FLAGS,69,0,0,78,61,0,0,0,87,87,1,0,90,0,63,13,78,0,0,27,0,90,90,90,78,0,90
3388,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR]
3389,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR]
3390,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR]
3398,,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3399,,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3400,,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3401,[LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3402,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3403,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3405,,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3406,,,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3407,,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3408,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3409,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3410,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3411,,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3412,,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3413,,,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3414,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3415,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3416,[LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,[LOW-ERR],,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3539,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR]
3540,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR]
3541,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR]
3566,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3567,[LOW][LOW-ERR],,,,,,,,[LOW][LOW-ERR],[LOW-ERR],,,[LOW][LOW-ERR],,,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3568,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3569,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3570,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3571,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3572,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW-ERR],,,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3573,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3574,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,,[LOW-ERR],,,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3575,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3576,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3577,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3578,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW-ERR],,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3579,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3580,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW-ERR],,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3581,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3582,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3583,[LOW][LOW-ERR],,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR],,[LOW-ERR],,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,[LOW][LOW-ERR]
3665,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR]
3666,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR]
3667,[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR],,,,,,,,,[LOW][LOW-ERR],[LOW][LOW-ERR],[LOW][LOW-ERR],,,[LOW][LOW-ERR]
